train_loss,epoch,step,val_loss
0.2856231032427241,0,0,
0.24192982435635466,0,1,
0.2200344024333774,1,2,
0.1830729265093147,1,3,
0.17695149561489415,2,4,
0.16663338004007208,2,5,
0.15851996274874558,3,6,
0.1553253571456248,3,7,
0.14464439163362325,4,8,
0.1512602257229648,4,9,
0.1373661906112234,5,10,
0.1333986046726069,5,11,
0.129563550129338,6,12,
0.13435992323432952,6,13,
0.12722873622643846,7,14,
0.12647925853353975,7,15,
0.12555014723754554,8,16,
0.11864067004021872,8,17,
0.11851860646534879,9,18,
0.1265137233330074,9,19,
0.11662176836399726,10,20,
0.11104874633485595,10,21,
0.11039013047286565,11,22,
0.11467526894391859,11,23,
0.10687016327597652,12,24,
0.11234255167381502,12,25,
0.10416759610875158,13,26,
0.10977111301375873,13,27,
0.10259060917484708,14,28,
0.10264757344142175,14,29,
0.10029678680047506,15,30,
0.09970542423270569,15,31,
0.09834122779266254,16,32,
0.09676007727060662,16,33,
0.09575620167924472,17,34,
0.0991571931031739,17,35,
0.09407288282501437,18,36,
0.1001575081564859,18,37,
0.09358342065557233,19,38,
0.09547342772683048,19,39,
0.09146487839519131,20,40,
0.09635957186492473,20,41,
0.09105512350679387,21,42,
0.08979842808382005,21,43,
0.08844651202778478,22,44,
0.09276078045807905,22,45,
0.088101468106128,23,46,
0.08812737076065012,23,47,
0.08737353934098278,24,48,
0.08558013922084075,24,49,
0.08632889384756727,25,50,
0.08569373089392174,25,51,
0.08463398912689267,26,52,
0.0875319756031275,26,53,
0.08448317223652997,27,54,
0.08261714641140126,27,55,
0.08398626340882807,28,56,
0.07980990980440318,28,57,
0.08271514500241965,29,58,
0.08085369567289842,29,59,
0.0825100440145689,30,60,
0.07771724711660134,30,61,
0.08066727484611357,31,62,
0.08161202358560245,31,63,
0.07948070675207605,32,64,
0.08260679870222572,32,65,
0.0804628509777764,33,66,
0.07561540231615359,33,67,
0.07900567146447496,34,68,
0.07848484797689684,34,69,
0.07853248022108497,35,70,
0.0778334247812749,35,71,
0.07735834704331916,36,72,
0.08064162301489367,36,73,
