train_loss,epoch,step,val_loss
0.38990745012781913,0,0,
0.3590304695532178,0,1,
0.24690099922177575,1,2,
0.22007510195619465,1,3,
0.19537121557230683,2,4,
0.20064027899789977,2,5,
0.1683580673323156,3,6,
0.1596190798081161,3,7,
0.1448014498082962,4,8,
0.14180984366912003,4,9,
0.13686671846871873,5,10,
0.13250627438215323,5,11,
0.13576774179718687,6,12,
0.13382837093870978,6,13,
0.13538935837842853,7,14,
0.12663292727355097,7,15,
0.12926185905763446,8,16,
0.12900900375178678,8,17,
0.12550879119858394,9,18,
0.11843169539460535,9,19,
0.11826091663055804,10,20,
0.12245858592442661,10,21,
0.11511035937285362,11,22,
0.11238096246596736,11,23,
0.11080957953862894,12,24,
0.10466351290974477,12,25,
0.10677748251894142,13,26,
0.09188259236194979,13,27,
0.09820796340582683,14,28,
0.09775103265876246,14,29,
0.09388200757018378,15,30,
0.08977646844935713,15,31,
0.09008344126150816,16,32,
0.08515584507951729,16,33,
0.08541771759697302,17,34,
0.08758721319971288,17,35,
0.08327464327686568,18,36,
0.08097464908445039,18,37,
0.08130595973225548,19,38,
0.07466260832048509,19,39,
0.07838220023894542,20,40,
0.07378314759518287,20,41,
0.07549493941128249,21,42,
0.07477678365698484,21,43,
0.073709302302962,22,44,
0.07358049330009776,22,45,
0.07286908162800083,23,46,
0.0694333611162588,23,47,
0.07164451540951046,24,48,
0.06922424446066223,24,49,
0.06990445127081563,25,50,
0.0711719500891476,25,51,
0.0699731484931562,26,52,
0.0662701340633126,26,53,
0.0678647107408207,27,54,
0.07125154808773629,27,55,
0.06924121918333816,28,56,
0.06315832554767592,28,57,
0.06891663143697296,29,58,
0.06190276501390913,29,59,
0.0676168075149226,30,60,
0.06464758067768166,30,61,
0.06662225645322511,31,62,
0.06713996972365731,31,63,
0.06636047565292615,32,64,
0.06686005148663768,32,65,
0.06756923243915582,33,66,
0.060804018878695826,33,67,
0.06689930285096991,34,68,
0.06161832564510047,34,69,
0.06650240470745877,35,70,
0.06100630131362046,35,71,
0.06466086102266298,36,72,
0.06798960348112994,36,73,
0.06665734879624141,37,74,
0.05868721794622164,37,75,
0.06400843057124905,38,76,
0.06667753095262736,38,77,
0.06479259475314741,39,78,
0.06299254872844563,39,79,
0.06427345650818472,40,80,
0.06349713944441732,40,81,
0.06480649945573799,41,82,
0.05941907258217951,41,83,
0.06491301675179682,42,84,
0.058943965623471775,42,85,
0.06284091809631442,43,86,
0.06506921321672167,43,87,
0.0644726251895668,44,88,
0.05874492010037462,44,89,
0.06250386386268103,45,90,
0.06638452631649758,45,91,
0.06394397174462399,46,92,
0.05847909059756689,46,93,
0.06355149550889888,47,94,
0.05943823205318603,47,95,
0.06279967539064527,48,96,
0.06126115121822345,48,97,
0.06258959997194222,49,98,
0.06075673083531322,49,99,
0.06313772250388644,50,100,
0.05815264404455307,50,101,
0.062181767914395586,51,102,
0.06128103021304766,51,103,
0.062054208651658456,52,104,
0.06116744463269882,52,105,
0.0634733569493209,53,106,
0.05404094860523218,53,107,
0.06142640864173308,54,108,
0.06280501420304915,54,109,
0.06322412665241339,55,110,
0.053954713029052026,55,111,
0.06084637123770314,56,112,
0.06354839628540249,56,113,
0.062112100622973905,57,114,
0.05601796950096253,57,115,
0.059428335140732515,58,116,
0.06660416691537101,58,117,
0.06202493705444075,59,118,
0.054630441720745125,59,119,
0.06002448901763675,60,120,
0.06200810864802339,60,121,
0.05998610307892835,61,122,
0.06096560144256773,61,123,
0.05962466852978483,62,124,
0.06080216836186989,62,125,
0.05935042728499228,63,126,
0.06028139458295536,63,127,
0.05921452490646622,64,128,
0.058770283081100626,64,129,
0.05957106794903807,65,130,
0.055164769478473076,65,131,
0.057902368885210026,66,132,
0.0598771849060973,66,133,
0.05673804305970943,67,134,
0.06329214449574558,67,135,
0.056715209588380305,68,136,
0.06208073283315443,68,137,
0.05777515123737239,69,138,
0.056518077804645614,69,139,
0.056872109657251896,70,140,
0.05944634344743462,70,141,
0.056107321798857,71,142,
0.06096606163162732,71,143,
0.05819992609752229,72,144,
0.051383074308657684,72,145,
0.057693417656620956,73,146,
0.0523245536500617,73,147,
0.05679542734142464,74,148,
0.0544245456059231,74,149,
0.05567827610484674,75,150,
0.05874704564779973,75,151,
0.054741802185147376,76,152,
0.06139667207785494,76,153,
0.05439267982015235,77,154,
0.062253988276429105,77,155,
0.054121761239721,78,156,
0.06292490353471217,78,157,
0.056608478879922305,79,158,
0.052486670585632465,79,159,
0.056471955155745934,80,160,
0.05323983368899774,80,161,
0.05539196999676548,81,162,
0.05622618938170081,81,163,
0.05443465655348349,82,164,
0.05987507801324046,82,165,
0.054433407905197385,83,166,
0.059201696173736884,83,167,
0.05501824041742246,84,168,
0.055835365026496636,84,169,
0.05467203016281941,85,170,
0.05759440070341958,85,171,
0.0544073269327336,86,172,
0.057711574035482126,86,173,
0.05532134610224411,87,174,
0.0546008138363119,87,175,
0.05334019986225339,88,176,
0.06221933740796987,88,177,
0.05446323559225438,89,178,
0.056640561521797694,89,179,
0.0550285734310916,90,180,
0.055274301053439334,90,181,
0.05498960771373023,91,182,
0.055075933465207685,91,183,
0.05456514673944527,92,184,
0.055915722460554845,92,185,
0.054738851942301846,93,186,
0.057304696013342704,93,187,
0.05403151480236463,94,188,
0.05798205311226618,94,189,
0.05380857374596105,95,190,
0.059260639200989514,95,191,
0.05549180326551857,96,192,
0.051010599841433885,96,193,
0.05517360682077133,97,194,
0.054047739316769046,97,195,
0.054680931245082914,98,196,
0.05413166486709193,98,197,
0.05449026632744696,99,198,
0.055240466709561745,99,199,
0.05486793008714387,100,200,
0.05310193287518739,100,201,
0.053827016213550745,101,202,
0.05733921299597792,101,203,
0.05525122424240542,102,204,
0.05085919985080184,102,205,
0.05287002512952285,103,206,
0.05985298713548423,103,207,
0.052680122562375746,104,208,
0.06050874780223251,104,209,
0.05485275707779014,105,210,
0.05155905362227701,105,211,
0.05500057490959061,106,212,
0.050792124842202246,106,213,
0.0531649733166492,107,214,
0.05779205621861574,107,215,
0.05290990107961619,108,216,
0.05903164401718974,108,217,
0.05523406818479863,109,218,
0.049959527181635315,109,219,
0.05657013108548729,110,220,
0.04406855204196721,110,221,
0.0537293633402322,111,222,
0.05528953914019124,111,223,
0.05452192375078435,112,224,
0.05254072421634102,112,225,
0.05365884663572979,113,226,
0.05638543599526519,113,227,
0.05213158729272592,114,228,
0.06214467298329127,114,229,
0.054739968388374825,115,230,
0.050851005610032064,115,231,
0.0534575211673469,116,232,
0.055933295343701936,116,233,
0.05229674687630141,117,234,
0.06094259466598717,117,235,
0.053804916839587345,118,236,
0.05552922919295394,118,237,
0.05543349701515401,119,238,
0.04895714338037892,119,239,
0.05370322687433971,120,240,
0.05519952157740963,120,241,
0.0551284998115448,121,242,
0.048291240834832876,121,243,
0.054372881291794156,122,244,
0.052357980854016224,122,245,
0.053679094073531025,123,246,
0.055004956454182935,123,247,
0.05458363999597265,124,248,
0.05196564701027162,124,249,
0.05361590979604716,125,250,
0.05522715900963008,125,251,
0.05276498504556441,126,252,
0.058411376043097214,126,253,
0.05412385437594448,127,254,
0.05219841415603554,127,255,
0.053779939919903715,128,256,
0.05356077173226546,128,257,
0.05336934453311766,129,258,
0.05605378842239132,129,259,
0.053531142417595524,130,260,
0.054546897022299874,130,261,
0.05345208386319172,131,262,
0.05480460258529313,131,263,
0.05484763750714693,132,264,
0.04819800145199931,132,265,
0.0540945864127655,133,266,
0.05192120297949455,133,267,
0.054072718440622315,134,268,
0.052448677661395576,134,269,
0.053527935411012,135,270,
0.054200521026770566,135,271,
0.0531761694504603,136,272,
0.055127078574876906,136,273,
0.0518100757204943,137,274,
0.06002783916677745,137,275,
0.053325025296447844,138,276,
0.05371856196420526,138,277,
0.05320781384864016,139,278,
0.05433995364295373,139,279,
0.05241988081891369,140,280,
0.05749882326045584,140,281,
0.05393212970234941,141,282,
0.05255562546553683,141,283,
0.05472772725969729,142,284,
0.0483025926109528,142,285,
0.05212719856140878,143,286,
0.0589066190696313,143,287,
0.05632699207407809,144,288,
0.042136605475915793,144,289,
0.05321045807356843,145,290,
0.0552758242827504,145,291,
0.05411297797945309,146,292,
0.05113512450620955,146,293,
0.053416641976519796,147,294,
0.05308083106086937,147,295,
0.053726422306751426,148,296,
0.05145437830357399,148,297,
0.05337544888098902,149,298,
0.053024818277023475,149,299,
0.05261135491914735,150,300,
0.055723911420971085,150,301,
0.05447018450164554,151,302,
